,CIK,end_date,Name,CUSIP,Market value,Share,symbol,amend_x,period_focus_x,fiscal_year_x,doc_type_x,revenues_x,op_income_x,net_income_x,eps_basic_x,eps_diluted_x,dividend_x,assets_x,cur_assets_x,cur_liab_x,cash_x,equity_x,cash_flow_op_x,cash_flow_inv_x,cash_flow_fin_x
687,1061165,201609,FLEETCOR TECHNOLOGIES INC,339041105,847382,4877583,FLT,FALSE,Q3,2016,10-Q,484426000,191055000,129618000,1.4,1.36,0,9916054000,2685156000,3454973000,405435000,3178521000,404286000,-1371545000,976413000
688,1061165,201503,FLEETCOR TECHNOLOGIES INC,339041105,826833,5478615,FLT,FALSE,Q1,2015,10-Q,416166000,163774000,94153000,1.03,1,0,8504724000,2109265000,2756279000,379393000,2780174000,67403000,-8956000,-142641000
689,1061165,201612,FLEETCOR TECHNOLOGIES INC,339041105,663564,4688835,FLT,FALSE,FY,2016,10-K,1832000000,754153000,452385000,4.89,4.75,0,9626732000,2527693000,3296318000,475018000,3084038000,705912000,-1389585000,753969000
690,1061165,201412,FLEETCOR TECHNOLOGIES INC,339041105,957041050,6435620,FLT,FALSE,FY,2014,10-K,1199390000,565449000,368707000,4.37,4.24,0,8674506000,2137350000,2896618000,477069000,2753137000,608334000,-2594087000,2162265000
691,1061165,201803,FLEETCOR TECHNOLOGIES INC,339041105,233198,1151593,FLT,FALSE,Q1,2018,10-Q,585500000,260087000,174937000,1.95,1.88,0,11692465000,3907065000,4307676000,979573000,3888052000,200702000,-22731000,-98993000
692,1061165,201509,FLEETCOR TECHNOLOGIES INC,339041105,885475,6434203,FLT,FALSE,Q3,2015,10-Q,451493000,188460000,116770000,1.27,1.24,0,8285133000,2033543000,2441259000,422390000,2962571000,524452000,-46547000,-502264000
693,1061165,201309,FLEETCOR TECHNOLOGIES INC,339041105,502605,4562496,FLT,FALSE,Q3,2013,10-Q,225150000,111255000,78620000,0.96,0.93,0,3475105000,1490524000,1596960000,345689000,1173902000,208011000,-392319000,253605000
694,1061165,201806,FLEETCOR TECHNOLOGIES INC,339041105,213388,1012996,FLT,FALSE,Q2,2018,10-Q,585000000,264783000,176852000,1.98,1.91,0,11485133000,4049207000,4601514000,919662000,3439085000,275089000,-49617000,-104760000
695,1061165,201506,FLEETCOR TECHNOLOGIES INC,339041105,854993,5478615,FLT,FALSE,Q2,2015,10-Q,404605000,169151000,98678000,1.07,1.05,0,8574671000,2201006000,2721600000,384175000,2907004000,198412000,-24188000,-253336000
696,1061165,201709,FLEETCOR TECHNOLOGIES INC,339041105,124045,801482,FLT,FALSE,Q3,2017,10-Q,577877000,232637000,202823000,2.23,2.18,0,11330294000,3521501000,4172898000,834756000,3430418000,419490000,-341583000,250099000
698,1061165,201703,FLEETCOR TECHNOLOGIES INC,339041105,681703,4501773,FLT,FALSE,Q1,2017,10-Q,520433000,195068000,123693000,1.34,1.31,0,10009954000,2882091000,3500665000,546560000,3341812000,54215000,-21123000,19094000
699,1061165,201706,INTERCONTINENTAL EXCHANGE IN,45866F104,419047,6356905,ICE,FALSE,Q2,2017,10-Q,1494000000,609000000,418000000,0.71,0.7,0.2,80324000000,56448000000,56819000000,398000000,15933000000,1098000000,209000000,-1321000000
700,1061165,201406,INTERCONTINENTAL EXCHANGE IN,45866F104,642961,3403713,ICE,FALSE,Q2,2014,10-Q,1011000000,327000000,226000000,1.96,1.95,0.65,68482000000,50191000000,49670000000,2057000000,13279000000,836000000,1651000000,-1285000000
701,1061165,201409,INTERCONTINENTAL EXCHANGE IN,45866F104,46812,240000,ICE,FALSE,Q3,2014,10-Q,1006000000,330000000,206000000,1.81,1.8,0.65,67286000000,49378000000,49337000000,638000000,12643000000,922000000,489000000,-1618000000
702,1061165,201409,INTERCONTINENTAL EXCHANGE IN,45866F104,256485,1314968,ICE,FALSE,Q3,2014,10-Q,1006000000,330000000,206000000,1.81,1.8,0.65,67286000000,49378000000,49337000000,638000000,12643000000,922000000,489000000,-1618000000
703,1061165,201609,INTERCONTINENTAL EXCHANGE IN,45866F104,325179,1207229,ICE,FALSE,Q3,2016,10-Q,1416000000,474000000,344000000,2.88,2.86,0.85,76296000000,51844000000,52354000000,458000000,15544000000,1508000000,-306000000,-1366000000
704,1061165,201612,INTERCONTINENTAL EXCHANGE IN,45866F104,238410,4225637,ICE,FALSE,FY,2016,10-K,5958000000,2167000000,1422000000,2.39,2.37,0.68,82003000000,57133000000,58617000000,407000000,15754000000,2149000000,-898000000,-1462000000
706,1061165,201412,INTERCONTINENTAL EXCHANGE IN,45866F104,52629600,240000,ICE,FALSE,FY,2014,10-K,4221000000,1448000000,981000000,8.6,8.55,2.6,68279000000,50245000000,50539000000,652000000,12392000000,1463000000,36000000,-1673000000
707,1061165,201412,INTERCONTINENTAL EXCHANGE IN,45866F104,250602200,1142789,ICE,FALSE,FY,2014,10-K,4221000000,1448000000,981000000,8.6,8.55,2.6,68279000000,50245000000,50539000000,652000000,12392000000,1463000000,36000000,-1673000000
708,1061165,201709,INTERCONTINENTAL EXCHANGE IN,45866F104,601102,8749665,ICE,FALSE,Q3,2017,10-Q,1432000000,596000000,369000000,0.63,0.62,0.2,79118000000,55239000000,54600000000,419000000,16019000000,1410000000,127000000,-1534000000
711,1061165,201312,BARCLAYS BK PLC,06742E711,425075,9990000,BCS,,,,,,,,,,,,,,,,,,
712,1061165,201312,LIBERTY MEDIA CORP DELAWARE,531229102,222625,1521783,LSXMK,,,,,,,,,,,,,,,,,,
713,1061165,201312,VALEANT PHARMACEUTICALS INTL,91911K102,910611,7756485,VRX,,,,,,,,,,,,,,,,,,
715,1061165,201312,ASML HOLDING N V,N07059210,112615,1201866,ASML,,,,,,,,,,,,,,,,,,
716,1061165,201312,BAIDU INC,56752108,959411,5393588,BIDU,,,,,,,,,,,,,,,,,,
718,1061165,201312,B/E AEROSPACE INC,73302101,384515,4418185,BEAV,FALSE,FY,2013,10-K,3483700000,629300000,365600000,3.54,3.52,0,5696200000,3159700000,879100000,637800000,2609200000,379100000,-272900000,12000000
719,1061165,201312,COACH INC,189754104,363792,6481247,COH,,,,,,,,,,,,,,,,,,
720,1061165,201312,DSW INC,23334L102,293194,6861538,DSW,,,,,,,,,,,,,,,,,,
721,1061165,201312,MICHAEL KORS HLDGS LTD,G60754101,496187,6111431,KORS,,,,,,,,,,,,,,,,,,
723,1061165,201312,SOUFUN HLDGS LTD,836034108,3708,45000,SFUN,,,,,,,,,,,,,,,,,,
724,1061165,201312,TWENTY FIRST CENTY FOX INC,90130A101,717687,20406235,FOX,,,,,,,,,,,,,,,,,,
726,1061165,201312,UNITED STATES NATL GAS FUND,912318201,341385,16500000,UNG,,,,,,,,,,,,,,,,,,
727,1061165,201312,WYNDHAM WORLDWIDE CORP,98310W108,462949,6282391,WYN,,,,,,,,,,,,,,,,,,
736,1061165,201406,BARCLAYS BK PLC,06742E711,180180,6300000,BCS,,,,,,,,,,,,,,,,,,
737,1061165,201406,JD COM INC,47215P106,239632,8405200,JD,,,,,,,,,,,,,,,,,,
738,1061165,201406,VALEANT PHARMACEUTICALS INTL,91911K102,1272481,10089450,VRX,,,,,,,,,,,,,,,,,,
740,1061165,201406,BAIDU INC,56752108,1666979,8923393,BIDU,,,,,,,,,,,,,,,,,,
741,1061165,201406,BAIDU INC,56752108,145712,780000,BIDU,,,,,,,,,,,,,,,,,,
743,1061165,201406,MICHAEL KORS HLDGS LTD,G60754101,1021735,11525497,KORS,,,,,,,,,,,,,,,,,,
745,1061165,201406,SOUFUN HLDGS LTD,836034108,248294,25361965,SFUN,,,,,,,,,,,,,,,,,,
746,1061165,201406,TWENTY FIRST CENTY FOX INC,90130A101,564000,16045522,FOX,,,,,,,,,,,,,,,,,,
748,1061165,201406,CTRIP COM INTL LTD,22943F100,74217,1158913,CTRP,,,,,,,,,,,,,,,,,,
750,1061165,201406,ICICI BK LTD,45104G104,32920,659729,IBN,,,,,,,,,,,,,,,,,,
756,1061165,201306,BARCLAYS BK PLC,06740C188,76420,3690000,BCS,,,,,,,,,,,,,,,,,,
757,1061165,201306,LIBERTY MEDIA CORP DELAWARE,531229102,236144,1862924,LSXMK,,,,,,,,,,,,,,,,,,
758,1061165,201306,VALEANT PHARMACEUTICALS INTL,91911K102,689717,8012507,VRX,,,,,,,,,,,,,,,,,,
760,1061165,201306,ASML HOLDING N V,N07059210,81678,1032466,ASML,,,,,,,,,,,,,,,,,,
761,1061165,201306,B/E AEROSPACE INC,73302101,271939,4311013,BEAV,FALSE,Q2,2013,10-Q,850300000,158700000,92400000,0.9,0.89,0,5344900000,2989700000,813800000,572400000,2348700000,129400000,-71300000,6400000
762,1061165,201306,COACH INC,189754104,334453,5858347,COH,,,,,,,,,,,,,,,,,,
763,1061165,201306,DSW INC,23334L102,64853,882710,DSW,,,,,,,,,,,,,,,,,,
764,1061165,201306,MICHAEL KORS HLDGS LTD,G60754101,553546,8925275,KORS,,,,,,,,,,,,,,,,,,
766,1061165,201306,WYNDHAM WORLDWIDE CORP,98310W108,271617,4746067,WYN,,,,,,,,,,,,,,,,,,
767,1061165,201306,GOOGLE INC,38259P508,829052,941709,GOOG,,,,,,,,,,,,,,,,,,
768,1061165,201306,GRIFOLS S A,398438408,124884,4439693,GRFS,,,,,,,,,,,,,,,,,,
769,1061165,201306,ISOFTSTONE HLDGS LTD,46489B108,4494,870916,ISS,,,,,,,,,,,,,,,,,,
770,1061165,201306,NEWS CORP,6.52E+108,448228,13757775,NWSA,,,,,,,,,,,,,,,,,,
782,1061165,201403,BARCLAYS BK PLC,06742E711,421079,9990000,BCS,,,,,,,,,,,,,,,,,,
783,1061165,201403,VALEANT PHARMACEUTICALS INTL,91911K102,1162306,8816702,VRX,,,,,,,,,,,,,,,,,,
785,1061165,201403,ASML HOLDING N V,N07059210,126617,1356218,ASML,,,,,,,,,,,,,,,,,,
786,1061165,201403,BAIDU INC,56752108,1189736,7813332,BIDU,,,,,,,,,,,,,,,,,,
788,1061165,201403,B/E AEROSPACE INC,73302101,295489,3404644,BEAV,FALSE,Q1,2014,10-Q,1011200000,183000000,109000000,1.05,1.05,0,5933800000,3106100000,984800000,384700000,2730900000,56300000,-312600000,2400000
789,1061165,201403,COACH INC,189754104,77948,1569635,COH,,,,,,,,,,,,,,,,,,
790,1061165,201403,DSW INC,23334L102,249343,6953238,DSW,,,,,,,,,,,,,,,,,,
791,1061165,201403,MICHAEL KORS HLDGS LTD,G60754101,843527,9043926,KORS,,,,,,,,,,,,,,,,,,
793,1061165,201403,SOUFUN HLDGS LTD,836034108,302857,4426433,SFUN,,,,,,,,,,,,,,,,,,
794,1061165,201403,TWENTY FIRST CENTY FOX INC,90130A101,639615,20006725,FOX,,,,,,,,,,,,,,,,,,
796,1061165,201403,WYNDHAM WORLDWIDE CORP,98310W108,357269,4878718,WYN,,,,,,,,,,,,,,,,,,
797,1061165,201403,CTRIP COM INTL LTD,22943F100,58432,1158913,CTRP,,,,,,,,,,,,,,,,,,
798,1061165,201403,ICICI BK LTD,45104G104,251031,5731312,IBN,,,,,,,,,,,,,,,,,,
800,1061165,201403,YANDEX N V,N97284108,29826,987950,YNDX,,,,,,,,,,,,,,,,,,
806,1061165,201309,BARCLAYS BK PLC,06740C188,216957,3690000,BCS,,,,,,,,,,,,,,,,,,
807,1061165,201309,LIBERTY MEDIA CORP DELAWARE,531229102,237153,1611640,LSXMK,,,,,,,,,,,,,,,,,,
808,1061165,201309,VALEANT PHARMACEUTICALS INTL,91911K102,811865,7781707,VRX,,,,,,,,,,,,,,,,,,
810,1061165,201309,ASML HOLDING N V,N07059210,101966,1032466,ASML,,,,,,,,,,,,,,,,,,
811,1061165,201309,BAIDU INC,56752108,820788,5289262,BIDU,,,,,,,,,,,,,,,,,,
813,1061165,201309,B/E AEROSPACE INC,73302101,350024,4741593,BEAV,FALSE,Q3,2013,10-Q,888100000,160100000,92700000,0.9,0.89,0,5561600000,3093700000,872300000,573800000,2493000000,239400000,-189600000,8800000
814,1061165,201309,COACH INC,189754104,353422,6481247,COH,,,,,,,,,,,,,,,,,,
815,1061165,201309,DSW INC,23334L102,254144,2978721,DSW,,,,,,,,,,,,,,,,,,
816,1061165,201309,MICHAEL KORS HLDGS LTD,G60754101,714142,9583229,KORS,,,,,,,,,,,,,,,,,,
818,1061165,201309,TWENTY FIRST CENTY FOX INC,90130A101,626656,18700570,FOX,,,,,,,,,,,,,,,,,,
820,1061165,201309,UNITED STATES NATL GAS FUND,912318201,301620,16500000,UNG,,,,,,,,,,,,,,,,,,
821,1061165,201309,WYNDHAM WORLDWIDE CORP,98310W108,347906,5706191,WYN,,,,,,,,,,,,,,,,,,
822,1061165,201309,GOOGLE INC,38259P508,357182,407784,GOOG,,,,,,,,,,,,,,,,,,
823,1061165,201309,GRIFOLS S A,398438408,134379,4453500,GRFS,,,,,,,,,,,,,,,,,,
825,1061165,201309,BLACKBERRY LTD,09228F103,199,25000,BB,,,,,,,,,,,,,,,,,,
834,1061165,201706,MASTERCARD INCORPORATED,57636Q104,563694,4641369,MA,FALSE,Q2,2017,10-Q,3053000000,1653000000,1177000000,1.1,1.1,0,19839000000,12542000000,7583000000,5177000000,5878000000,2039000000,-1254000000,-2452000000
836,1061165,201712,MASTERCARD INCORPORATED,57636Q104,508973,3362667,MA,FALSE,FY,2017,10-K,12497000000,6622000000,3915000000,3.67,3.65,0.91,21329000000,13797000000,8793000000,5933000000,5497000000,5555000000,-1779000000,-4764000000
837,1061165,201812,MASTERCARD INCORPORATED,57636Q104,555496,2944587,MA,,,,,,,,,,,,,,,,,,
838,1061165,201709,MASTERCARD INCORPORATED,57636Q104,633617,4487369,MA,FALSE,Q3,2017,10-Q,3398000000,1941000000,1430000000,1.34,1.34,0,20914000000,13231000000,7984000000,5559000000,6468000000,3794000000,-1656000000,-3494000000
843,1061165,201706,MICROSOFT CORP,594918104,667776,9687742,MSFT,FALSE,FY,2017,10-K,89950000000,22326000000,21204000000,2.74,2.71,1.56,2.41086E+11,1.59851E+11,64527000000,7663000000,72394000000,39507000000,-46781000000,8408000000
845,1061165,201603,MICROSOFT CORP,594918104,1423363,25771549,MSFT,FALSE,Q3,2016,10-Q,20531000000,5283000000,3756000000,0.48,0.47,0.36,1.81869E+11,1.28421E+11,44354000000,7170000000,74806000000,10367000000,-5483000000,-4916000000
846,1061165,201809,MICROSOFT CORP,594918104,1571155,13737471,MSFT,,,,,,,,,,,,,,,,,,
848,1061165,201512,MICROSOFT CORP,594918104,1512497,27262024,MSFT,FALSE,Q2,2016,10-Q,23796000000,6026000000,4998000000,0.63,0.62,0.36,1.80098E+11,1.27812E+11,42643000000,7185000000,76780000000,5598000000,-3328000000,-498000000
849,1061165,201903,MICROSOFT CORP,594918104,1065592,9035031,MSFT,,,,,,,,,,,,,,,,,,
851,1061165,201312,MICROSOFT CORP,594918104,953016,25474910,MSFT,FALSE,Q2,2014,10-Q,24519000000,7969000000,6558000000,0.79,0.78,0.28,1.53543E+11,1.0687E+11,33742000000,10059000000,85100000000,4413000000,-1025000000,2615000000
852,1061165,201312,MICROSOFT CORP,594918104,61727,1650000,MSFT,FALSE,Q2,2014,10-Q,24519000000,7969000000,6558000000,0.79,0.78,0.28,1.53543E+11,1.0687E+11,33742000000,10059000000,85100000000,4413000000,-1025000000,2615000000
853,1061165,201712,MICROSOFT CORP,594918104,819881,9584771,MSFT,FALSE,Q2,2018,10-Q,28918000000,8679000000,-6302000000,-0.82,-0.82,0.42,2.56003E+11,1.67633E+11,58099000000,12859000000,78360000000,7875000000,-331000000,-1552000000
855,1061165,201406,MICROSOFT CORP,594918104,1098678,26347204,MSFT,FALSE,FY,2014,10-K,86833000000,27759000000,22074000000,2.66,2.63,1.12,1.72384E+11,1.14246E+11,45625000000,8669000000,89784000000,32231000000,-18833000000,-8394000000
856,1061165,201406,MICROSOFT CORP,594918104,58380,1400000,MSFT,FALSE,FY,2014,10-K,86833000000,27759000000,22074000000,2.66,2.63,1.12,1.72384E+11,1.14246E+11,45625000000,8669000000,89784000000,32231000000,-18833000000,-8394000000
857,1061165,201409,MICROSOFT CORP,594918104,1035483,22335690,MSFT,FALSE,Q1,2015,10-Q,23201000000,5844000000,4540000000,0.55,0.54,0.31,1.69656E+11,1.12439E+11,44694000000,6302000000,90170000000,8354000000,-7737000000,-2978000000
858,1061165,201606,MICROSOFT CORP,594918104,885190,17298996,MSFT,FALSE,FY,2016,10-K,85320000000,20182000000,16798000000,2.12,2.1,1.44,1.93694E+11,1.3966E+11,59357000000,6510000000,71997000000,33325000000,-23950000000,-8393000000
860,1061165,201403,MICROSOFT CORP,594918104,1150380,28064888,MSFT,FALSE,Q3,2014,10-Q,20403000000,6974000000,5660000000,0.68,0.68,0.28,1.56119E+11,1.09006E+11,33903000000,11572000000,87424000000,10099000000,-4284000000,-4304000000
861,1061165,201403,MICROSOFT CORP,594918104,82833,2020800,MSFT,FALSE,Q3,2014,10-Q,20403000000,6974000000,5660000000,0.68,0.68,0.28,1.56119E+11,1.09006E+11,33903000000,11572000000,87424000000,10099000000,-4284000000,-4304000000
862,1061165,201609,MICROSOFT CORP,594918104,836006,14513996,MSFT,FALSE,Q1,2017,10-Q,20453000000,5225000000,4690000000,0.6,0.6,0.39,2.12524E+11,1.57909E+11,58810000000,13928000000,70372000000,11549000000,-18470000000,14329000000
864,1061165,201503,MICROSOFT CORP,594918104,588933,14486109,MSFT,FALSE,Q3,2015,10-Q,21729000000,6594000000,4985000000,0.61,0.61,0.31,1.76683E+11,1.18398E+11,40748000000,7414000000,90132000000,9570000000,-5481000000,-3065000000
865,1061165,201503,MICROSOFT CORP,594918104,115005,2828800,MSFT,FALSE,Q3,2015,10-Q,21729000000,6594000000,4985000000,0.61,0.61,0.31,1.76683E+11,1.18398E+11,40748000000,7414000000,90132000000,9570000000,-5481000000,-3065000000
866,1061165,201612,MICROSOFT CORP,594918104,945398,15213996,MSFT,FALSE,Q2,2017,10-Q,24090000000,6177000000,5200000000,0.67,0.66,0.39,2.2461E+11,1.44949E+11,70787000000,8468000000,68809000000,6293000000,-14751000000,3016000000
868,1061165,201812,MICROSOFT CORP,594918104,1025559,10097064,MSFT,,,,,,,,,,,,,,,,,,
870,1061165,201412,MICROSOFT CORP,594918104,253149899,5449944,MSFT,FALSE,Q2,2015,10-Q,26470000000,7776000000,5863000000,0.71,0.71,0.31,1.74848E+11,1.16362E+11,47415000000,6426000000,91879000000,4340000000,-4716000000,534000000
871,1061165,201803,MICROSOFT CORP,594918104,1102220,12076471,MSFT,FALSE,Q3,2018,10-Q,26819000000,8292000000,7424000000,0.96,0.95,0.42,2.45497E+11,1.56659E+11,46133000000,9221000000,79239000000,12151000000,3844000000,-19658000000
873,1061165,201509,MICROSOFT CORP,594918104,1121505,25339024,MSFT,FALSE,Q1,2016,10-Q,20379000000,5793000000,4620000000,0.58,0.57,0.36,1.72896E+11,1.21656E+11,49399000000,5431000000,77445000000,8594000000,-5066000000,-3648000000
874,1061165,201509,MICROSOFT CORP,594918104,34328,775600,MSFT,FALSE,Q1,2016,10-Q,20379000000,5793000000,4620000000,0.58,0.57,0.36,1.72896E+11,1.21656E+11,49399000000,5431000000,77445000000,8594000000,-5066000000,-3648000000
875,1061165,201806,MICROSOFT CORP,594918104,1233066,12504471,MSFT,,,,,,,,,,,,,,,,,,
877,1061165,201506,MICROSOFT CORP,594918104,1174325,26598524,MSFT,FALSE,FY,2015,10-K,93580000000,18161000000,12193000000,1.49,1.48,1.24,1.76223E+11,1.24712E+11,49858000000,5595000000,80083000000,29080000000,-23001000000,-9080000000
878,1061165,201506,MICROSOFT CORP,594918104,124892,2828800,MSFT,FALSE,FY,2015,10-K,93580000000,18161000000,12193000000,1.49,1.48,1.24,1.76223E+11,1.24712E+11,49858000000,5595000000,80083000000,29080000000,-23001000000,-9080000000
879,1061165,201709,MICROSOFT CORP,594918104,843960,11329847,MSFT,FALSE,Q1,2018,10-Q,24538000000,7708000000,6576000000,0.85,0.84,0.42,2.49097E+11,1.61031E+11,51615000000,6884000000,89647000000,12440000000,-6904000000,-6341000000
882,1061165,201706,O REILLY AUTOMOTIVE INC NEW,67103H107,621478,2841170,ORLY,FALSE,Q2,2017,10-Q,2290829000,457445000,282821000,3.14,3.1,0,7345698000,3289589000,3566133000,26528000,869312000,710507000,-228721000,-601856000
884,1061165,201706,QUINTILES IMS HOLDINGS INC,74876Y101,899992,10055780,Q,FALSE,Q2,2017,10-Q,2375000000,151000000,75000000,0.35,0.34,0,21782000000,3259000000,2660000000,902000000,7774000000,301000000,-440000000,-210000000
885,1061165,201706,QUINTILES IMS HOLDINGS INC,74876Y101,899992,10055780,Q,FALSE,Q2,2017,10-Q,2375000000,151000000,75000000,0.35,0.34,0,21782000000,3259000000,2660000000,902000000,7774000000,301000000,-440000000,-210000000
886,1061165,201709,QUINTILES IMS HOLDINGS INC,74876Y101,956003,10055780,Q,FALSE,Q3,2017,10-Q,2465000000,197000000,84000000,0.39,0.38,0,22445000000,3492000000,2853000000,1103000000,7507000000,737000000,-774000000,-117000000
887,1061165,201709,QUINTILES IMS HOLDINGS INC,74876Y101,956003,10055780,Q,FALSE,Q3,2017,10-Q,2465000000,197000000,84000000,0.39,0.38,0,22445000000,3492000000,2853000000,1103000000,7507000000,737000000,-774000000,-117000000
888,1061165,201703,QUINTILES IMS HOLDINGS INC,74876Y101,481251,5976041,Q,FALSE,Q1,2017,10-Q,2322000000,168000000,74000000,0.32,0.31,0,21183000000,3117000000,2596000000,862000000,7800000000,56000000,-240000000,-176000000
889,1061165,201703,QUINTILES IMS HOLDINGS INC,74876Y101,481251,5976041,Q,FALSE,Q1,2017,10-Q,2322000000,168000000,74000000,0.32,0.31,0,21183000000,3117000000,2596000000,862000000,7800000000,56000000,-240000000,-176000000
890,1061165,201706,SALESFORCE COM INC,79466L302,229354,2648428,CRM,FALSE,Q1,2018,10-Q,2387579000,-8882000,-9207000,-0.01,-0.01,0,17058930000,5404491000,7625863000,2024904000,7934488000,1229584000,-767715000,-49636000
892,1061165,201903,SALESFORCE COM INC,79466L302,310439,1960213,CRM,,,,,,,,,,,,,,,,,,
893,1061165,201712,SALESFORCE COM INC,79466L302,497305,4864570,CRM,FALSE,Q3,2018,10-Q,2679841000,115988000,51394000,0.07,0.07,0,17490036000,5946170000,7216444000,2071837000,8829370000,125792000,-135274000,134254000
895,1061165,201812,SALESFORCE COM INC,79466L302,90126,658000,CRM,FALSE,Q3,2019,10-Q,21200000000,92000000,105000000,0.14,0.13,0,26588000000,6870000000,8022000000,2105000000,14693000000,143000000,-545000000,182000000
897,1061165,201709,SALESFORCE COM INC,79466L302,585819,6270806,CRM,FALSE,Q2,2018,10-Q,2561589000,50793000,17736000,0.02,0.02,0,17418803000,5811341000,7526185000,1949110000,8451314000,331269000,-523631000,117278000
904,1061165,201706,SERVICENOW INC,81762P102,341420,3220940,NOW,,,,,,,,,,,,,,,,,,
905,1061165,201809,SERVICENOW INC,81762P102,619489,3166637,NOW,,,,,,,,,,,,,,,,,,
906,1061165,201903,SERVICENOW INC,81762P102,420486,1705894,NOW,,,,,,,,,,,,,,,,,,
907,1061165,201712,SERVICENOW INC,81762P102,536710,4116193,NOW,FALSE,FY,2017,10-K,1933026000,-101414000,-149130000,-0.9,-0.87,0,3397904000,2410564000,2100631000,726495000,584132000,642825000,-883948000,538892000
908,1061165,201812,SERVICENOW INC,81762P102,470429,2642117,NOW,,,,,,,,,,,,,,,,,,
909,1061165,201803,SERVICENOW INC,81762P102,442929,2677118,NOW,,,,,,,,,,,,,,,,,,
910,1061165,201806,SERVICENOW INC,81762P102,519868,3014253,NOW,,,,,,,,,,,,,,,,,,
911,1061165,201709,SERVICENOW INC,81762P102,619574,5271621,NOW,,,,,,,,,,,,,,,,,,
912,1061165,201706,SNAP INC,83304A106,130487,7599408,SNAP,FALSE,Q2,2017,10-Q,181671000,-449018000,-443093000,-0.36,-0.36,0,3875474000,3046898000,258309000,501677000,3540907000,-364571000,-1724681000,2440808000
913,1061165,201703,SNAP INC,83304A106,34891,1790364,SNAP,FALSE,Q1,2017,10-Q,149648000,-2213767000,-2208837000,-2.31,-2.31,0,4041777000,3463206000,242285000,1427114000,3735518000,-154997000,-1014798000,2446788000
914,1061165,201706,SYMANTEC CORP,871503108,595652,21085032,SYMC,FALSE,Q1,2018,10-Q,1175000000,-44000000,-133000000,-0.22,-0.22,0.075,15868000000,3173000000,3121000000,2306000000,3389000000,213000000,-54000000,-2126000000
915,1061165,201612,SYMANTEC CORP,871503108,317066,13271908,SYMC,FALSE,Q3,2017,10-Q,1041000000,-16000000,46000000,0.07,0.07,0.075,16760000000,6511000000,3605000000,5575000000,3949000000,-573000000,-4550000000,4780000000
916,1061165,201703,SYMANTEC CORP,871503108,811517,26451017,SYMC,FALSE,FY,2017,10-K,4019000000,-100000000,-106000000,-0.17,-0.17,0.3,18174000000,5324000000,4622000000,4247000000,3487000000,-220000000,-6766000000,5291000000
917,1061165,201706,T MOBILE US INC,872590104,431828,7123517,TMUS,FALSE,Q2,2017,10-Q,10213000000,1416000000,567000000,0.68,0.67,0,67159000000,6780000000,8828000000,181000000,19614000000,1829000000,-7133000000,-2016000000
918,1061165,201803,T MOBILE US INC,872590104,212824,3486629,TMUS,FALSE,Q1,2018,10-Q,10455000000,1282000000,671000000,0.78,0.78,0,72004000000,9609000000,12357000000,2527000000,22876000000,770000000,-462000000,1000000000
919,1061165,201709,T MOBILE US INC,872590104,281267,4561573,TMUS,FALSE,Q3,2017,10-Q,10019000000,1323000000,537000000,0.65,0.63,0,67923000000,7449000000,8103000000,739000000,20277000000,2362000000,-1455000000,-349000000
920,1061165,201703,T MOBILE US INC,872590104,386133,5978219,TMUS,FALSE,Q1,2017,10-Q,9613000000,1037000000,684000000,0.83,0.8,0,68048000000,15899000000,15285000000,7501000000,18963000000,1713000000,-1550000000,1838000000
929,1061165,201706,ULTA BEAUTY INC,90384S303,413388,1438673,ULTA,FALSE,Q1,2017,10-Q,1314879000,188405000,128223000,2.06,2.05,0,2707601000,1672972000,584252000,321725000,1641657000,175744000,-196754000,-42275000
930,1061165,201703,ULTA BEAUTY INC,90384S303,434672,1523935,ULTA,FALSE,FY,2016,10-K,4854737000,654824000,409760000,6.55,6.52,0,2551878000,1536237000,529343000,385010000,1550218000,634685000,-273747000,-321768000
931,1061165,201706,UNITEDHEALTH GROUP INC,91324P102,316207,1705353,UNH,FALSE,Q2,2017,10-Q,50053000000,3731000000,2284000000,2.37,2.32,0.75,1.38097E+11,41239000000,57121000000,14582000000,45336000000,8627000000,-3656000000,-812000000
933,1061165,201809,UNITEDHEALTH GROUP INC,91324P102,802819,3017661,UNH,FALSE,Q3,2018,10-Q,56556000000,4590000000,3188000000,3.31,3.24,0,1.51087E+11,38754000000,56377000000,10263000000,52596000000,13317000000,-11245000000,-3693000000
935,1061165,201903,UNITEDHEALTH GROUP INC,91324P102,883885,3574718,UNH,,,,,,,,,,,,,,,,,,
937,1061165,201712,UNITEDHEALTH GROUP INC,91324P102,802819,3641563,UNH,FALSE,FY,2017,10-K,2.01159E+11,15209000000,10558000000,10.95,10.72,2.875,1.39058E+11,37084000000,50463000000,11981000000,49833000000,13596000000,-8599000000,-3441000000
939,1061165,201812,UNITEDHEALTH GROUP INC,91324P102,890534,3574718,UNH,,,,,,,,,,,,,,,,,,
941,1061165,201803,UNITEDHEALTH GROUP INC,91324P102,910445,4254415,UNH,FALSE,Q1,2018,10-Q,55188000000,4053000000,2836000000,2.94,2.87,0.75,1.55569E+11,48353000000,67667000000,18243000000,50036000000,8369000000,-4517000000,2422000000
